         i         lr    lrdecay          p         wd   accuracy
      1162       -5.0        0.2        0.6        0.7       0.04
      1163       -1.0        0.9        0.8        0.4       0.48
      1164       -1.0        0.2        0.8        1.0       0.40
      1165       -5.0        0.9        0.8        0.2       0.00
      1166        0.0        0.4        0.2        0.5       0.40
      1167        0.0        0.6        0.7        0.6       0.42
      1168        0.0        0.2        0.4        0.1       0.37
      1169       -3.0        0.5        0.4        0.7       0.04
      1170       -1.0        0.0        0.1        0.5       0.28
      1171       -4.0        0.2        0.7        0.5       0.33
      1172       -3.0        0.1        0.8        0.4       0.01
      1173       -4.0        0.4        0.1        0.0       0.15
      1174       -4.0        0.7        0.7        0.1       0.20
      1175       -2.0        0.7        0.8        0.1       0.22
      1176       -1.0        0.1        0.9        0.9       0.43
      1177       -4.0        0.6        1.0        0.2       0.45
      1178       -5.0        0.6        0.7        0.5       0.01
      1179       -1.0        0.0        0.6        1.0       0.21
      1180        0.0        1.0        0.7        0.0       0.49
      1181        0.0        0.2        0.0        0.9       0.40
      1182       -5.0        0.1        0.2        0.0       0.01
      1183       -2.0        0.6        0.7        0.5       0.05
      1184        0.0        0.2        0.6        0.4       0.43
      1185       -3.0        1.0        0.5        0.6       0.43
      1186        0.0        0.9        0.1        0.4       0.43
      1187        0.0        0.2        0.5        0.2       0.12
      1188       -2.0        0.6        0.8        0.9       0.09
      1189       -5.0        0.0        1.0        0.5       0.36
      1190       -1.0        0.2        1.0        0.8       0.05
      1191       -1.0        0.2        0.0        0.3       0.06
      1192       -5.0        0.0        0.8        0.1       0.28
      1193       -2.0        0.5        0.7        0.7       0.01
      1194        0.0        0.3        0.5        0.6       0.38
      1195       -5.0        0.5        0.9        0.5       0.04
      1196       -2.0        0.1        0.7        0.0       0.14
      1197       -4.0        0.4        1.0        0.5       0.40
      1198       -1.0        0.7        0.4        0.5       0.14
      1199        0.0        0.1        0.8        0.9       0.26
      1200       -2.0        0.7        0.3        0.7       0.02
      1201       -5.0        0.6        0.0        0.4       0.00
      1202       -4.0        0.2        0.2        0.5       0.14
      1203       -3.0        0.3        0.7        0.2       0.00
      1204       -3.0        0.5        0.1        0.9       0.07
      1205       -5.0        0.2        1.0        0.9       0.43
      1206       -2.0        0.4        0.5        0.5       0.03
      1207       -5.0        0.6        0.0        0.9       0.17
      1208       -4.0        0.5        0.5        0.2       0.01
      1209        0.0        0.6        0.5        0.6       0.40
      1210       -1.0        0.5        0.5        0.0       0.29
      1211       -2.0        0.9        0.1        0.1       0.04
      1212       -5.0        0.3        0.0        0.2       0.32
      1213       -3.0        0.8        0.9        0.0       0.02
      1214        0.0        0.9        0.9        0.4       0.40
      1215       -4.0        0.3        0.9        0.2       0.07
      1216       -3.0        0.7        0.5        0.7       0.07
      1217       -2.0        0.4        0.3        0.3       0.00
      1218       -2.0        0.9        0.5        0.1       0.12
      1219       -3.0        0.7        0.2        0.4       0.20
      1220       -2.0        0.0        0.2        0.6       0.02
      1221       -4.0        0.5        0.5        0.5       0.11
      1222       -5.0        0.8        0.1        0.7       0.01
      1223       -5.0        0.5        0.1        0.3       0.00
      1224       -5.0        1.0        0.8        0.2       0.54
      1225       -5.0        0.9        0.5        0.6       0.01
      1226       -2.0        0.8        0.1        0.9       0.00
      1227       -5.0        0.2        0.8        0.2       0.00
      1228       -1.0        0.1        0.4        0.4       0.01
      1229        0.0        0.8        0.3        0.3       0.43
      1230       -5.0        0.1        0.9        1.0       0.00
      1231       -5.0        1.0        0.6        0.0       0.40
      1232       -4.0        0.5        0.8        0.1       0.14
      1233       -5.0        0.2        0.1        0.6       0.01
      1234       -2.0        0.2        0.4        0.1       0.27
      1235       -1.0        0.4        0.9        0.8       0.40
      1236        0.0        0.1        0.7        0.5       0.43
      1237       -2.0        0.2        0.7        0.7       0.01
      1238       -2.0        0.8        0.4        0.6       0.02
      1239        0.0        0.3        1.0        0.2       0.00
      1240       -3.0        0.8        0.6        0.1       0.16
      1241       -5.0        0.2        0.0        0.1       0.03
      1242       -5.0        0.6        0.4        0.0       0.00
      1243       -5.0        0.2        0.2        0.8       0.03
      1244       -1.0        0.8        0.1        0.5       0.01
      1245       -1.0        0.1        0.4        0.3       0.16
      1246       -1.0        0.3        0.4        0.7       0.34
      1247       -3.0        0.1        0.1        0.8       0.01
      1248       -4.0        0.7        0.0        0.4       0.03
      1249       -4.0        0.9        1.0        0.4       0.41
      1250       -3.0        0.9        0.7        0.3       0.04
      1251       -4.0        1.0        0.2        0.8       0.43
      1252        0.0        0.4        0.2        0.3       0.49
      1253       -5.0        0.4        0.6        0.7       0.08
      1254       -1.0        0.1        0.8        0.6       0.41
      1255       -1.0        0.6        0.7        0.8       0.42
      1256       -3.0        0.4        0.7        0.4       0.02
      1257       -5.0        0.1        0.2        0.7       0.05
      1258       -4.0        0.0        0.9        0.8       0.07
      1259       -1.0        0.2        0.1        0.1       0.03
      1260       -1.0        0.0        1.0        0.5       0.31
      1261       -2.0        0.3        0.3        0.2       0.00
      1262       -3.0        0.8        0.2        0.4       0.03
      1263       -5.0        0.6        0.5        0.1       0.03
      1264        0.0        0.4        0.7        0.2       0.40
      1265        0.0        0.7        1.0        0.4       0.00
      1266       -2.0        0.3        0.1        0.8       0.01
      1267       -2.0        1.0        0.0        0.1       0.56
      1268       -5.0        0.7        0.2        0.5       0.07
      1269       -5.0        0.7        0.9        0.9       0.11
      1270       -2.0        0.9        0.0        0.2       0.33
      1271       -4.0        0.5        0.0        0.0       0.39
      1272       -3.0        0.8        0.5        1.0       0.32
      1273       -2.0        1.0        0.9        0.6       0.43
      1274        0.0        0.6        0.6        0.4       0.43
      1275       -5.0        1.0        0.4        0.6       0.50
      1276       -5.0        0.9        1.0        0.3       0.39
      1277       -3.0        0.5        0.0        0.4       0.10
      1278        0.0        0.3        0.3        0.3       0.40
      1279       -2.0        0.2        0.8        0.4       0.04
      1280       -5.0        0.8        0.1        0.9       0.07
      1281       -3.0        0.3        0.2        0.2       0.30
      1282       -5.0        0.1        0.8        0.4       0.00
      1283       -1.0        0.4        0.4        0.8       0.05
      1284        0.0        0.1        0.3        0.6       0.43
      1285       -4.0        0.2        0.6        1.0       0.03
      1286       -1.0        0.9        0.8        0.5       0.43
      1287       -1.0        0.9        0.9        0.9       0.43
      1288       -1.0        0.8        1.0        0.4       0.00
      1289       -5.0        0.0        0.4        0.2       0.25
      1290        0.0        0.9        0.0        0.5       0.43
      1291       -2.0        1.0        0.0        0.6       0.43
      1292        0.0        0.3        0.8        0.7       0.38
      1293       -5.0        0.6        0.3        0.8       0.11
      1294       -2.0        0.7        0.2        0.9       0.23
      1295       -5.0        0.5        0.4        0.8       0.01
      1296        0.0        0.9        0.0        0.0       0.55
      1297       -5.0        0.0        0.7        0.0       0.01
      1298       -2.0        0.9        0.1        0.8       0.02
      1299        0.0        0.9        0.7        0.0       0.49
      1300        0.0        1.0        0.2        0.8       0.43
      1301       -5.0        0.3        1.0        0.6       0.33
      1302       -2.0        0.5        0.9        0.1       0.00
      1303       -1.0        1.0        1.0        0.5       0.42
      1304       -5.0        0.7        0.4        0.0       0.14
      1305       -1.0        1.0        0.9        0.5       0.43
      1306       -5.0        0.6        0.5        0.9       0.09
      1307       -2.0        0.4        0.1        0.9       0.36
      1308        0.0        0.6        0.5        0.4       0.40
      1309       -5.0        0.5        0.2        0.1       0.01
      1310       -1.0        0.8        0.6        0.7       0.44
      1311       -5.0        1.0        0.7        0.8       0.43
      1312       -5.0        0.9        0.8        0.2       0.04
      1313       -1.0        0.0        0.7        0.0       0.03
      1314       -3.0        0.3        0.4        0.5       0.04
      1315       -2.0        0.1        0.9        0.8       0.21
      1316       -1.0        0.4        0.1        1.0       0.11
      1317       -2.0        0.0        0.1        0.2       0.33
      1318       -4.0        0.3        0.3        0.1       0.04
      1319       -2.0        0.7        0.3        0.4       0.01
      1320       -3.0        0.0        0.4        1.0       0.01
      1321       -4.0        0.3        0.9        0.9       0.29
      1322       -5.0        0.0        0.8        0.1       0.21
      1323       -3.0        0.8        0.6        0.7       0.00
      1324       -4.0        0.8        0.0        0.2       0.28
      1325       -1.0        0.4        0.3        0.0       0.00
      1326        0.0        0.1        0.9        1.0       0.04
      1327       -2.0        1.0        0.8        1.0       0.43
      1328       -5.0        0.7        0.1        1.0       0.06
      1329       -5.0        0.5        1.0        0.3       0.37
      1330       -3.0        0.8        0.0        1.0       0.28
      1331       -2.0        0.2        0.4        0.7       0.16
      1332       -5.0        0.6        1.0        0.5       0.40
      1333       -3.0        1.0        0.7        0.2       0.53
      1334       -2.0        0.1        0.0        0.2       0.02
      1335       -3.0        0.3        1.0        0.8       0.40
      1336       -5.0        0.8        0.3        0.4       0.40
      1337       -1.0        0.1        0.6        0.5       0.39
      1338        0.0        0.8        0.4        0.2       0.40
      1339       -4.0        0.7        0.8        0.1       0.34
      1340       -2.0        0.3        0.9        0.3       0.09
      1341       -5.0        0.6        0.2        0.9       0.01
      1342       -1.0        0.2        0.7        0.0       0.16
      1343       -4.0        0.7        0.6        0.7       0.01
      1344       -2.0        0.3        0.1        0.1       0.05
      1345       -2.0        0.0        0.9        0.6       0.08
      1346       -3.0        0.4        0.3        0.6       0.05
      1347       -1.0        0.9        0.4        0.6       0.40
      1348       -5.0        0.6        0.8        0.2       0.12
      1349       -2.0        0.9        0.3        0.4       0.24
      1350       -2.0        0.0        0.9        0.6       0.06
      1351       -3.0        0.3        0.5        0.8       0.04
      1352       -1.0        0.9        0.4        0.9       0.40
      1353       -2.0        0.8        0.3        1.0       0.01
      1354       -1.0        0.3        0.8        0.7       0.42
      1355       -2.0        0.7        0.9        0.3       0.34
      1356       -2.0        0.1        0.0        0.1       0.39
      1357        0.0        0.4        0.9        0.5       0.32
      1358       -5.0        0.2        0.6        0.6       0.00
      1359       -1.0        0.5        0.5        0.4       0.03
      1360       -1.0        0.3        0.8        0.0       0.28
      1361       -2.0        0.9        0.3        0.6       0.24
      1362       -5.0        1.0        0.1        0.5       0.36
      1363       -1.0        0.5        0.4        0.0       0.03
      1364        0.0        0.0        0.5        0.3       0.43
      1365       -3.0        0.2        0.7        0.0       0.11
      1366       -2.0        1.0        0.1        0.1       0.52
      1367       -4.0        0.2        0.0        0.7       0.08
      1368       -1.0        0.8        0.9        0.9       0.52
      1369       -2.0        0.0        0.3        1.0       0.04
      1370       -3.0        0.8        1.0        0.8       0.03
      1371       -3.0        0.7        0.2        0.2       0.22
      1372       -2.0        0.8        0.9        0.4       0.18
      1373       -5.0        0.9        0.9        0.0       0.31
      1374       -3.0        1.0        0.0        0.2       0.50
      1375       -4.0        0.6        1.0        0.3       0.48
      1376       -2.0        0.4        0.1        0.8       0.03
      1377       -4.0        0.5        0.5        0.3       0.02
      1378        0.0        0.0        0.2        1.0       0.42
      1379       -1.0        0.6        0.0        0.4       0.17
      1380       -5.0        0.2        0.9        0.2       0.08
      1381       -1.0        0.0        1.0        0.7       0.02
      1382       -4.0        0.9        0.4        0.7       0.05
      1383       -5.0        0.4        0.0        1.0       0.06
      1384       -5.0        0.3        0.6        0.0       0.05
      1385       -2.0        0.7        0.8        0.7       0.28
      1386       -1.0        0.0        0.5        0.9       0.22
      1387        0.0        0.1        0.8        0.3       0.12
      1388       -3.0        1.0        0.9        0.1       0.56
      1389       -5.0        0.4        0.4        0.9       0.15
      1390        0.0        0.0        0.0        0.5       0.40
      1391       -1.0        0.4        0.7        0.6       0.21
      1392       -2.0        1.0        0.1        0.1       0.57
      1393       -3.0        0.2        0.0        0.9       0.02
      1394       -3.0        0.0        0.9        0.2       0.01
      1395       -1.0        0.2        0.0        0.8       0.03
      1396       -1.0        0.4        0.5        0.4       0.09
      1397       -1.0        0.7        0.4        1.0       0.25
      1398       -3.0        0.4        0.1        0.4       0.19
      1399       -2.0        0.8        0.2        0.8       0.03
      1400       -5.0        0.5        0.2        0.5       0.08
      1401       -5.0        0.7        0.1        0.9       0.24
      1402       -1.0        1.0        0.4        0.4       0.40
      1403       -3.0        0.1        0.8        0.9       0.19
      1404       -4.0        0.5        0.7        0.4       0.03
      1405       -1.0        0.0        0.0        0.5       0.07
      1406       -1.0        0.4        0.6        0.9       0.18
      1407        0.0        0.2        0.0        0.8       0.40
      1408       -4.0        0.5        0.8        0.8       0.04
      1409       -1.0        0.9        0.9        0.1       0.40
      1410        0.0        0.3        0.5        0.8       0.32
      1411        0.0        1.0        0.2        0.1       0.50
      1412       -3.0        0.9        0.0        0.2       0.01
      1413       -4.0        0.1        0.8        0.1       0.17
      1414       -1.0        0.5        0.6        0.8       0.41
      1415       -2.0        0.8        0.5        0.3       0.16
      1416       -1.0        0.3        0.7        0.7       0.40
      1417       -3.0        0.0        0.3        0.5       0.22
      1418       -5.0        0.5        0.8        0.4       0.10
      1419        0.0        0.4        0.8        0.2       0.40
      1420        0.0        0.2        0.2        0.6       0.40
      1421        0.0        0.3        0.6        0.3       0.43
      1422       -5.0        0.7        0.3        0.5       0.20
      1423       -2.0        0.5        0.3        0.1       0.08
      1424       -2.0        0.1        0.3        0.0       0.02
      1425        0.0        0.0        0.2        0.8       0.43
      1426       -3.0        0.2        0.0        0.7       0.00
      1427       -3.0        0.3        0.0        0.1       0.01
      1428       -1.0        0.9        0.4        0.2       0.44
      1429        0.0        0.0        0.5        0.4       0.40
      1430       -2.0        1.0        0.2        0.2       0.40
      1431       -1.0        0.4        0.7        0.9       0.39
      1432       -1.0        0.5        0.6        0.0       0.09
      1433        0.0        0.4        0.9        0.5       0.24
      1434       -5.0        0.7        0.5        0.6       0.04
      1435       -1.0        0.5        0.0        0.7       0.19
      1436       -1.0        0.8        0.3        0.9       0.20
      1437       -4.0        0.2        0.7        0.4       0.10
      1438       -3.0        0.8        0.2        0.0       0.01
      1439       -5.0        0.3        0.1        0.2       0.00
      1440       -4.0        1.0        1.0        0.4       0.27
      1441        0.0        0.4        0.0        1.0       0.47
      1442        0.0        0.9        1.0        1.0       0.33
      1443       -1.0        0.2        0.0        0.5       0.19
      1444       -5.0        0.1        1.0        0.3       0.35
      1445       -5.0        0.7        0.7        0.3       0.05
      1446        0.0        1.0        0.1        0.1       0.40
      1447       -3.0        1.0        0.5        0.5       0.43
      1448       -1.0        0.6        0.8        0.9       0.40
      1449       -5.0        0.0        0.4        0.7       0.01
      1450       -5.0        0.8        0.4        0.4       0.09
      1451       -2.0        0.3        0.4        0.0       0.05
      1452       -4.0        0.6        0.9        0.7       0.16
      1453        0.0        0.0        0.9        0.0       0.43
      1454       -1.0        0.7        0.0        0.0       0.06
      1455       -1.0        0.8        0.9        0.7       0.37
      1456       -3.0        0.7        0.8        0.7       0.14
      1457       -1.0        0.5        0.1        0.2       0.31
      1458        0.0        0.7        0.8        0.7       0.12
      1459       -2.0        0.1        0.8        0.0       0.32
      1460       -3.0        0.8        0.7        0.2       0.05
      1461       -3.0        0.2        1.0        0.6       0.12
      1462       -5.0        1.0        0.0        0.1       0.29
      1463        0.0        0.8        0.8        0.1       0.24
      1464       -5.0        0.5        0.5        0.3       0.03
      1465        0.0        0.5        0.5        0.8       0.40
      1466       -2.0        0.2        0.7        1.0       0.08
      1467       -3.0        1.0        0.2        0.3       0.52
      1468       -2.0        0.8        0.9        1.0       0.10
      1469       -1.0        0.8        0.4        0.7       0.39
      1470       -4.0        0.0        0.8        0.4       0.19
      1471        0.0        0.2        0.8        0.4       0.40
      1472       -4.0        0.9        0.9        0.9       0.04
      1473       -3.0        0.2        0.4        0.3       0.00
      1474       -2.0        0.5        0.7        1.0       0.16
      1475       -3.0        0.8        0.9        0.6       0.10
      1476       -4.0        0.6        0.0        0.2       0.28
      1477       -5.0        0.1        0.5        0.0       0.08
      1478       -3.0        0.9        1.0        0.3       0.25
      1479       -1.0        0.6        0.2        0.0       0.03
      1480       -1.0        0.8        1.0        0.4       0.01
      1481       -2.0        0.7        0.6        0.7       0.06
      1482       -3.0        0.0        1.0        0.4       0.03
      1483       -5.0        0.0        0.0        0.3       0.03
      1484        0.0        0.3        1.0        0.2       0.29
      1485       -1.0        0.2        0.9        1.0       0.43
      1486        0.0        0.7        0.6        0.5       0.40
      1487       -4.0        0.5        0.3        0.1       0.02
      1488       -5.0        0.0        0.3        1.0       0.02
      1489       -4.0        0.1        0.2        0.1       0.09
      1490       -1.0        0.5        0.9        0.5       0.40
      1491        0.0        0.9        0.7        0.7       0.43
      1492        0.0        0.2        0.0        0.0       0.41
      1493       -3.0        0.9        0.8        0.0       0.19
      1494       -5.0        0.8        0.0        1.0       0.07
      1495       -5.0        0.9        0.6        0.5       0.04
      1496       -3.0        0.0        0.9        0.8       0.31
      1497       -2.0        0.2        0.5        0.9       0.06
      1498        0.0        0.9        0.7        1.0       0.40
      1499        0.0        0.3        0.8        0.7       0.02
      1500       -1.0        0.5        1.0        0.9       0.01
      1501       -4.0        0.3        0.3        0.2       0.20
      1502       -5.0        0.7        0.4        0.1       0.15
      1503       -4.0        0.6        0.3        0.6       0.15
      1504       -4.0        0.4        0.0        0.0       0.03
      1505       -1.0        0.0        0.6        0.5       0.14
      1506       -5.0        0.7        0.8        0.0       0.16
      1507       -5.0        0.3        0.1        0.1       0.24
      1508        0.0        0.5        0.9        0.6       0.21
      1509       -1.0        0.6        0.3        0.0       0.20
      1510       -2.0        0.1        0.1        0.4       0.05
      1511       -5.0        0.4        0.2        0.5       0.04
      1512       -4.0        0.7        0.2        0.7       0.02
      1513       -2.0        1.0        0.5        0.8       0.43
      1514        0.0        0.8        0.2        0.9       0.40
      1515        0.0        0.8        0.4        0.1       0.44
      1516       -4.0        0.4        0.4        0.5       0.13
      1517       -2.0        0.6        0.0        0.9       0.00
      1518       -2.0        0.7        1.0        0.7       0.05
      1519       -4.0        0.4        0.6        0.9       0.00
      1520       -5.0        0.0        0.7        0.2       0.01
      1521       -3.0        0.4        0.7        0.4       0.22
      1522       -5.0        0.9        0.1        0.1       0.08
      1523        0.0        0.0        0.1        0.9       0.40
      1524       -1.0        0.0        0.8        0.6       0.13
      1525       -2.0        0.4        0.9        0.4       0.09
      1526       -2.0        0.8        0.1        0.8       0.00
      1527       -3.0        1.0        0.6        0.7       0.43
      1528       -1.0        0.5        0.9        1.0       0.20
      1529        0.0        0.6        0.7        0.3       0.37
      1530       -5.0        1.0        0.8        1.0       0.43
      1531       -4.0        0.0        0.0        0.8       0.11
      1532       -4.0        0.9        0.8        0.6       0.00
      1533       -4.0        0.3        0.1        0.7       0.01
      1534       -4.0        0.4        0.0        0.8       0.13
      1535       -2.0        0.1        0.1        0.2       0.01
      1536       -3.0        0.0        0.5        0.5       0.12
      1537       -2.0        0.1        1.0        0.8       0.01
      1538       -3.0        1.0        0.2        0.3       0.51
      1539       -2.0        1.0        0.1        0.5       0.43
      1540       -2.0        0.5        0.2        0.7       0.03
      1541       -5.0        0.1        0.3        0.1       0.13
      1542       -4.0        0.0        0.3        0.6       0.35
      1543       -4.0        0.3        0.8        0.9       0.16
      1544       -1.0        0.4        0.7        0.2       0.12
      1545       -1.0        0.4        0.6        0.0       0.32
      1546       -4.0        0.6        0.4        0.2       0.12
      1547       -3.0        0.2        0.7        0.5       0.01
      1548       -4.0        0.9        1.0        1.0       0.02
      1549       -1.0        0.8        0.0        0.2       0.28
      1550       -5.0        0.7        0.0        0.0       0.01
      1551       -4.0        0.2        0.6        0.0       0.03
      1552       -1.0        0.6        0.0        0.1       0.12
      1553       -5.0        0.1        0.2        0.6       0.01
      1554       -5.0        0.2        1.0        0.3       0.38
      1555       -5.0        0.4        0.1        0.6       0.02
      1556       -3.0        0.6        0.9        0.5       0.15
      1557       -5.0        0.2        0.1        0.9       0.22
      1558       -4.0        0.1        0.8        0.7       0.14
      1559       -2.0        0.5        0.9        0.5       0.22
      1560       -5.0        0.7        0.6        0.4       0.10
      1561        0.0        0.2        0.6        0.8       0.45
      1562       -4.0        0.6        0.1        0.0       0.25
      1563       -3.0        0.2        0.7        0.5       0.01
      1564       -4.0        1.0        0.2        0.3       0.51
      1565       -4.0        0.7        0.9        0.7       0.06
      1566       -5.0        1.0        0.5        0.2       0.51
      1567       -3.0        1.0        0.6        0.1       0.57
      1568       -1.0        0.4        0.7        0.5       0.17
      1569        0.0        0.5        0.5        0.8       0.42
      1570       -3.0        0.4        0.4        0.3       0.26
      1571       -2.0        0.5        0.1        0.6       0.38
      1572       -3.0        0.9        1.0        1.0       0.01
      1573       -3.0        0.5        0.8        0.7       0.11
      1574       -3.0        0.1        0.0        0.2       0.28
      1575       -5.0        0.0        0.8        0.4       0.06
      1576       -3.0        0.5        0.9        1.0       0.00
      1577        0.0        0.9        0.1        0.7       0.40
      1578       -2.0        0.4        0.8        0.9       0.26
      1579       -4.0        0.9        0.1        0.6       0.09
      1580        0.0        0.1        0.3        0.8       0.40
      1581       -1.0        0.4        0.6        0.7       0.35
      1582       -5.0        0.2        0.8        0.5       0.07
      1583       -5.0        0.2        0.3        0.4       0.07
      1584        0.0        0.3        0.8        0.6       0.39
      1585       -2.0        0.5        0.6        0.4       0.04
      1586       -2.0        0.5        0.9        0.1       0.09
      1587       -2.0        0.2        0.1        0.0       0.01
      1588       -1.0        0.5        0.3        0.9       0.08
      1589       -2.0        0.7        1.0        0.3       0.00
      1590       -5.0        1.0        0.9        0.0       0.55
      1591       -5.0        0.1        0.4        0.6       0.12
      1592       -5.0        0.2        0.2        0.9       0.04
      1593       -1.0        0.8        0.0        0.4       0.24
      1594       -1.0        0.9        0.3        0.2       0.32
      1595        0.0        0.5        0.4        0.2       0.42
      1596        0.0        0.9        0.4        0.8       0.43
      1597       -4.0        0.5        0.6        1.0       0.02
      1598       -2.0        0.5        0.0        0.0       0.18
      1599        0.0        0.5        1.0        1.0       0.02
      1600       -2.0        0.3        0.1        0.3       0.07
      1601       -3.0        0.2        0.8        0.2       0.27
      1602       -5.0        0.3        1.0        1.0       0.37
      1603       -2.0        1.0        0.6        0.3       0.43
      1604       -4.0        0.7        0.2        0.8       0.02
      1605       -3.0        0.1        0.7        0.2       0.05
      1606       -4.0        0.0        0.1        0.8       0.14
      1607       -3.0        0.4        0.5        0.5       0.07
      1608        0.0        0.4        0.3        0.4       0.40
      1609       -2.0        1.0        0.1        0.2       0.43
      1610        0.0        0.4        0.1        0.0       0.42
      1611       -4.0        0.3        0.5        0.4       0.13
      1612       -5.0        0.3        0.1        0.0       0.03
      1613       -5.0        0.0        0.4        0.9       0.00
      1614       -2.0        0.2        0.9        0.8       0.34
      1615       -4.0        0.4        0.5        0.9       0.12
      1616       -4.0        0.2        0.4        1.0       0.13
      1617       -2.0        1.0        0.4        0.0       0.66
      1618       -2.0        0.0        0.5        0.5       0.17
      1619       -1.0        0.2        0.9        0.0       0.18
      1620       -3.0        0.5        0.7        0.5       0.00
      1621       -5.0        0.6        1.0        0.9       0.43
      1622       -1.0        0.5        0.0        0.5       0.17
      1623        0.0        0.2        0.8        0.1       0.43
      1624       -1.0        0.6        0.8        0.0       0.37
      1625       -3.0        0.5        0.0        0.8       0.09
      1626       -5.0        0.7        0.2        1.0       0.00
      1627       -3.0        0.6        0.3        0.1       0.15
      1628       -3.0        0.5        0.5        1.0       0.04
      1629       -3.0        0.2        0.5        0.2       0.18
      1630       -3.0        0.4        0.4        0.0       0.02
      1631       -2.0        0.2        0.8        0.0       0.03
      1632       -1.0        0.3        1.0        0.4       0.11
      1633       -4.0        0.1        0.0        0.7       0.08
      1634       -4.0        1.0        0.3        0.6       0.54
      1635       -4.0        0.6        0.9        0.2       0.14
      1636       -4.0        0.4        0.7        0.4       0.20
      1637       -5.0        0.2        0.6        0.9       0.01
      1638       -3.0        0.0        0.1        0.0       0.06
      1639       -3.0        0.2        0.6        1.0       0.22
      1640       -4.0        0.1        0.5        0.7       0.04
      1641       -4.0        0.7        0.0        0.1       0.06
      1642       -4.0        0.4        1.0        0.5       0.43
      1643       -1.0        0.1        0.9        0.2       0.43
      1644       -5.0        0.5        0.1        0.3       0.07
      1645       -3.0        0.3        0.3        0.4       0.15
      1646       -3.0        0.1        0.9        0.4       0.03
      1647       -3.0        0.6        0.5        0.0       0.33
      1648       -5.0        0.8        0.7        0.9       0.03
      1649       -1.0        0.1        0.3        0.1       0.06
      1650       -2.0        0.8        0.2        0.2       0.01
      1651       -1.0        0.3        1.0        1.0       0.00
      1652       -5.0        0.4        0.2        0.2       0.13
      1653       -4.0        1.0        1.0        0.7       0.43
      1654       -3.0        0.0        0.5        0.9       0.31
      1655       -3.0        0.8        1.0        0.6       0.00
      1656       -3.0        0.9        0.3        0.6       0.00
      1657       -3.0        0.2        0.1        0.5       0.19
      1658        0.0        0.8        0.1        0.1       0.44
      1659       -5.0        0.3        0.1        0.7       0.02
      1660        0.0        0.0        0.2        0.9       0.40
      1661        0.0        0.4        0.6        1.0       0.17
      1662        0.0        0.2        0.5        0.2       0.40
      1663       -3.0        0.5        0.9        0.6       0.11
      1664       -2.0        0.0        0.4        0.5       0.10
      1665       -1.0        0.0        0.7        0.9       0.20
      1666       -1.0        0.5        0.9        0.8       0.43
      1667       -1.0        0.8        0.0        0.1       0.31
      1668       -5.0        0.9        0.5        0.4       0.09
      1669        0.0        0.6        0.6        0.3       0.40
      1670       -5.0        0.7        0.4        0.2       0.12
      1671       -2.0        0.9        0.2        0.5       0.03
      1672       -2.0        1.0        0.3        1.0       0.43
      1673        0.0        1.0        0.0        1.0       0.43
      1674       -4.0        1.0        0.9        0.3       0.45
      1675       -4.0        0.0        0.5        0.8       0.00
      1676       -2.0        0.0        0.1        0.8       0.06
      1677       -4.0        0.7        1.0        0.7       0.40
      1678       -3.0        0.4        0.8        0.3       0.39
      1679       -3.0        0.6        0.8        0.8       0.30
      1680       -5.0        0.2        0.7        0.2       0.11
      1681       -1.0        0.9        0.5        0.0       0.48
      1682       -3.0        0.9        0.3        0.8       0.03
      1683       -4.0        0.3        0.1        0.6       0.06
      1684       -4.0        0.9        0.6        0.4       0.01
      1685       -2.0        1.0        0.9        0.6       0.40
      1686       -2.0        0.8        0.8        0.0       0.40
      1687       -4.0        0.4        0.5        0.0       0.22
      1688        0.0        0.2        0.7        0.2       0.12
      1689        0.0        0.6        0.1        0.7       0.24
      1690       -4.0        0.0        0.7        0.4       0.05
      1691       -4.0        0.0        0.8        1.0       0.01
      1692       -3.0        1.0        0.0        1.0       0.45
      1693       -1.0        0.2        0.6        0.0       0.07
      1694        0.0        0.9        0.7        0.8       0.40
      1695        0.0        0.6        0.6        0.6       0.32
      1696       -5.0        0.8        0.5        0.5       0.00
      1697       -2.0        0.0        0.1        0.4       0.01
      1698       -5.0        0.1        0.7        0.9       0.27
      1699       -5.0        0.4        0.9        0.1       0.12
      1700       -1.0        0.6        0.0        0.3       0.07
      1701       -4.0        0.3        0.7        0.6       0.36
      1702       -5.0        0.3        0.7        0.1       0.05
      1703       -5.0        0.7        0.8        0.2       0.01
      1704       -5.0        0.9        0.8        0.8       0.29
      1705       -2.0        0.3        0.0        0.1       0.07
      1706       -2.0        0.1        0.1        0.8       0.26
      1707       -1.0        0.0        1.0        0.5       0.01
      1708       -2.0        0.3        0.1        0.4       0.12
      1709        0.0        0.7        0.4        0.6       0.43
      1710       -5.0        0.6        1.0        0.5       0.36
      1711        0.0        0.1        0.5        0.7       0.41
      1712       -3.0        0.2        0.7        0.6       0.00
      1713       -2.0        0.4        0.1        0.2       0.06
      1714       -1.0        0.9        0.5        0.1       0.53
      1715       -2.0        0.7        0.4        1.0       0.04
      1716       -5.0        0.5        0.0        0.3       0.01
      1717       -2.0        0.1        0.4        1.0       0.16
      1718       -3.0        0.6        0.8        0.5       0.02
      1719       -2.0        0.9        0.3        0.1       0.10
      1720       -5.0        0.6        0.8        1.0       0.01
      1721        0.0        0.5        1.0        0.1       0.20
      1722       -2.0        0.8        0.7        0.5       0.03
      1723       -4.0        0.8        0.7        0.0       0.02
